event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
TL-138,2014-01-20,day,DISAPPEARED CONFIRMED BY CONTROL FROM GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|Government|Tethys|Centrum,Tethys|Centrum,1,Athena Speaks,138,Athena Speaks,"Miriam Avila, an administrative assistant at international GAStech, confirmed that the members of the control of GAStech are in fact missing. One expected that arrives at the reception of government f","Miriam Avila, an administrative assistant at international GAStech, confirmed that the members of the control of GAStech are in fact missing. One expected that arrives at the reception of government f",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-139,2014-01-20,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,The Abila Post,139,The Abila Post,"1947 UPDATE - From the Abila Police news conference: ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of these individuals a","1947 UPDATE - From the Abila Police news conference: ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of these individuals a",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-140,2014-01-20,day,TOP EVENTS WITH GASTECH,timeline,1,商业利益线,medium,3,GAStech|Government|Abila|Tethys,Abila|Tethys,1,Athena Speaks,140,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it","A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it",narrative_line_1_商业利益线.csv,auto_clustered
TL-140,2014-01-20,day,TOP EVENTS WITH GASTECH,timeline,3,组织对抗线,medium,3,GAStech|Government|Abila|Tethys,Abila|Tethys,1,Athena Speaks,140,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it","A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it",narrative_line_3_组织对抗线.csv,auto_clustered
TL-140,2014-01-20,day,TOP EVENTS WITH GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|Government|Abila|Tethys,Abila|Tethys,1,Athena Speaks,140,Athena Speaks,"A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it","A long day of the contradictory reports and muddling information finished. What we know for certain that 14 employees of GAStech missing, as confirmed by a source of government of Kronos. Currently it",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-144,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech|Government,,1,Homeland Illumination,144,Homeland Illumination,1251 - The police who just arrived went immediately into GAStech headquarters. At the same time the policemen that have been on site are now reconstructing the yellow tape perimeter. Still no word on ,1251 - The police who just arrived went immediately into GAStech headquarters. At the same time the policemen that have been on site are now reconstructing the yellow tape perimeter. Still no word on ,narrative_line_1_商业利益线.csv,auto_clustered
TL-145,2014-01-20,day,POK kidnaps to employees of GAStech,timeline,1,商业利益线,medium,3,GAStech|POK|Abila|Tethys|Centrum,Abila|Tethys|Centrum,1,The Guide,145,The Guide,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,narrative_line_1_商业利益线.csv,auto_clustered
TL-145,2014-01-20,day,POK kidnaps to employees of GAStech,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila|Tethys|Centrum,Abila|Tethys|Centrum,1,The Guide,145,The Guide,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,narrative_line_3_组织对抗线.csv,auto_clustered
TL-145,2014-01-20,day,POK kidnaps to employees of GAStech,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila|Tethys|Centrum,Abila|Tethys|Centrum,1,The Guide,145,The Guide,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,The protectors of Kronos (POK) suspect themselves to kidnap to up to fourteen employees of GAStech of their construction of the headquarters previous today. The police of Abila quickly assured the rem,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-169,2014-01-20,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Government,,1,The Abila Post,169,The Abila Post,"2021 UPDATE - A Kronos Government official who asked not to be identified but was present at the government reception has gone on the record stating, ""Investigators are working around the clock to ens","2021 UPDATE - A Kronos Government official who asked not to be identified but was present at the government reception has gone on the record stating, ""Investigators are working around the clock to ens",narrative_line_1_商业利益线.csv,auto_clustered
TL-169,2014-01-20,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Government,,1,The Abila Post,169,The Abila Post,"2021 UPDATE - A Kronos Government official who asked not to be identified but was present at the government reception has gone on the record stating, ""Investigators are working around the clock to ens","2021 UPDATE - A Kronos Government official who asked not to be identified but was present at the government reception has gone on the record stating, ""Investigators are working around the clock to ens",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-170,2014-01-20,day,GASTECH LEADERSHIP CONFIRMED MISSING,timeline,1,商业利益线,medium,3,GAStech|Government|Tethys|Centrum,Tethys|Centrum,1,Central Bulletin,170,Central Bulletin,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti","Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti",narrative_line_1_商业利益线.csv,auto_clustered
TL-170,2014-01-20,day,GASTECH LEADERSHIP CONFIRMED MISSING,timeline,4,绑架导火索线,medium,3,GAStech|Government|Tethys|Centrum,Tethys|Centrum,1,Central Bulletin,170,Central Bulletin,"Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti","Miriam Avila, an administrative assistant at GAStech International, has confirmed that members of the GAStech leadership are in fact missing. The group was expected to arrive at the Government recepti",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-172,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech|Government,,1,Homeland Illumination,172,Homeland Illumination,2020 - Media outlets are reporting that a government spokesman who asked not to be named because he was not authorized to speak to the press stated that the GAStech employees had been kidnapped and th,2020 - Media outlets are reporting that a government spokesman who asked not to be named because he was not authorized to speak to the press stated that the GAStech employees had been kidnapped and th,narrative_line_1_商业利益线.csv,auto_clustered
TL-172,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,4,绑架导火索线,medium,3,GAStech|Government,,1,Homeland Illumination,172,Homeland Illumination,2020 - Media outlets are reporting that a government spokesman who asked not to be named because he was not authorized to speak to the press stated that the GAStech employees had been kidnapped and th,2020 - Media outlets are reporting that a government spokesman who asked not to be named because he was not authorized to speak to the press stated that the GAStech employees had been kidnapped and th,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-173,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,3,组织对抗线,medium,3,GAStech|POK,,1,Tethys News,173,Tethys News,The customer of the Vann confirmation the unofficial declaration of the police who the POK are thought suspicion like the kidnappers. Not there are still the information on who has been taken.,The customer of the Vann confirmation the unofficial declaration of the police who the POK are thought suspicion like the kidnappers. Not there are still the information on who has been taken.,narrative_line_3_组织对抗线.csv,auto_clustered
TL-173,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,4,绑架导火索线,medium,3,GAStech|POK,,1,Tethys News,173,Tethys News,The customer of the Vann confirmation the unofficial declaration of the police who the POK are thought suspicion like the kidnappers. Not there are still the information on who has been taken.,The customer of the Vann confirmation the unofficial declaration of the police who the POK are thought suspicion like the kidnappers. Not there are still the information on who has been taken.,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-193,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,1,商业利益线,medium,3,GAStech,,1,Tethys News,193,Tethys News,"1:00 PM update: The police has come and gone from the building of GAStech, but until this point no employee of GAStech she has left the construction. Still we do not have official word on because the ","1:00 PM update: The police has come and gone from the building of GAStech, but until this point no employee of GAStech she has left the construction. Still we do not have official word on because the ",narrative_line_1_商业利益线.csv,auto_clustered
TL-197,2014-01-20,day,"INTERROGATED, SENT EMPLOYEE OF GASTECH",timeline,1,商业利益线,medium,3,GAStech|POK|Government|Elodis|Abila,Elodis|Abila,1,The Explainer,197,The Explainer,"The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth","The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth",narrative_line_1_商业利益线.csv,auto_clustered
TL-197,2014-01-20,day,"INTERROGATED, SENT EMPLOYEE OF GASTECH",timeline,3,组织对抗线,medium,3,GAStech|POK|Government|Elodis|Abila,Elodis|Abila,1,The Explainer,197,The Explainer,"The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth","The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos. Vann, protector of security for GAStech, was furious, indicating, ""I do not have anyth",narrative_line_3_组织对抗线.csv,auto_clustered
TL-199,2014-01-20,day,VOICES - a blog on what is important to people,timeline,1,商业利益线,medium,3,GAStech|Government,,1,Centrum Sentinel,199,Centrum Sentinel,1251 - The police who has arrived has entered immediately in the centers of GAStech. At the same time the policemen are reconstructing the yellow perimeter of the tape. Still no word on the position o,1251 - The police who has arrived has entered immediately in the centers of GAStech. At the same time the policemen are reconstructing the yellow perimeter of the tape. Still no word on the position o,narrative_line_1_商业利益线.csv,auto_clustered
TL-21,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech,,1,Modern Rubicon,21,Modern Rubicon,1506 - the police has begun to leave the centers of GAStech. The officials have refused to answer to the questions of all the reporter that they leave the scene. Some vehicles of the police are remain,1506 - the police has begun to leave the centers of GAStech. The officials have refused to answer to the questions of all the reporter that they leave the scene. Some vehicles of the police are remain,narrative_line_1_商业利益线.csv,auto_clustered
TL-212,2014-01-20,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Tethys,Tethys,1,The Abila Post,212,The Abila Post,1345 UPDATE - Confirmed report of missing GAStech employees from GAStech administrative assistant in Tethys headquarters; GAStech - Kronos still not responding. The mystery of whom and how many are mi,1345 UPDATE - Confirmed report of missing GAStech employees from GAStech administrative assistant in Tethys headquarters; GAStech - Kronos still not responding. The mystery of whom and how many are mi,narrative_line_1_商业利益线.csv,auto_clustered
TL-212,2014-01-20,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Tethys,Tethys,1,The Abila Post,212,The Abila Post,1345 UPDATE - Confirmed report of missing GAStech employees from GAStech administrative assistant in Tethys headquarters; GAStech - Kronos still not responding. The mystery of whom and how many are mi,1345 UPDATE - Confirmed report of missing GAStech employees from GAStech administrative assistant in Tethys headquarters; GAStech - Kronos still not responding. The mystery of whom and how many are mi,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-262,2014-01-20,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,262,Modern Rubicon,"1947 - from the news conference of the police of Abila: ""There are approximately fourteen individuals missing between the staff of GAStech. Still it has not been determined if all these individuals in","1947 - from the news conference of the police of Abila: ""There are approximately fourteen individuals missing between the staff of GAStech. Still it has not been determined if all these individuals in",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-29,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,International News,29,International News,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,narrative_line_1_商业利益线.csv,auto_clustered
TL-29,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,International News,29,International News,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,narrative_line_3_组织对抗线.csv,auto_clustered
TL-29,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,International News,29,International News,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. Abila police quickly secured the building and interviewed th,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-291,2014-01-20,day,KIDNAPPING AT GASTECH KRONOS,timeline,1,商业利益线,medium,3,GAStech|Government|Abila,Abila,1,News Online Today,291,News Online Today,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern","After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern",narrative_line_1_商业利益线.csv,auto_clustered
TL-291,2014-01-20,day,KIDNAPPING AT GASTECH KRONOS,timeline,4,绑架导火索线,medium,3,GAStech|Government|Abila,Abila,1,News Online Today,291,News Online Today,"After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern","After a long day of conflicting and confusing information reports are still sketchy, but the story is beginning to come clear: a Kronos Government source has confirmed up to fourteen of GAStech Intern",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-298,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,1,商业利益线,medium,3,GAStech,,1,Kronos Star,298,Kronos Star,"Update, 5:50 PM: According to a GAStech employee, the GAStech executives left the building after their meeting this morning and were headed to the reception at the capitol building. When asked about w","Update, 5:50 PM: According to a GAStech employee, the GAStech executives left the building after their meeting this morning and were headed to the reception at the capitol building. When asked about w",narrative_line_1_商业利益线.csv,auto_clustered
TL-298,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,4,绑架导火索线,medium,3,GAStech,,1,Kronos Star,298,Kronos Star,"Update, 5:50 PM: According to a GAStech employee, the GAStech executives left the building after their meeting this morning and were headed to the reception at the capitol building. When asked about w","Update, 5:50 PM: According to a GAStech employee, the GAStech executives left the building after their meeting this morning and were headed to the reception at the capitol building. When asked about w",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-307,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Tethys,Tethys,1,Modern Rubicon,307,Modern Rubicon,1345 - the relationship confirmed of missing of employs of GAStech from the administrative assistant of GAStech in Tethys quarters; GAStech - Kronos still that they do not answer. The mystery which an,1345 - the relationship confirmed of missing of employs of GAStech from the administrative assistant of GAStech in Tethys quarters; GAStech - Kronos still that they do not answer. The mystery which an,narrative_line_1_商业利益线.csv,auto_clustered
TL-307,2014-01-20,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Tethys,Tethys,1,Modern Rubicon,307,Modern Rubicon,1345 - the relationship confirmed of missing of employs of GAStech from the administrative assistant of GAStech in Tethys quarters; GAStech - Kronos still that they do not answer. The mystery which an,1345 - the relationship confirmed of missing of employs of GAStech from the administrative assistant of GAStech in Tethys quarters; GAStech - Kronos still that they do not answer. The mystery which an,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-313,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech|Abila,Abila,1,Homeland Illumination,313,Homeland Illumination,"1942 - BREAKING NEWS - Kronos police spokesman has released a statement. ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of","1942 - BREAKING NEWS - Kronos police spokesman has released a statement. ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of",narrative_line_1_商业利益线.csv,auto_clustered
TL-313,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,Homeland Illumination,313,Homeland Illumination,"1942 - BREAKING NEWS - Kronos police spokesman has released a statement. ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of","1942 - BREAKING NEWS - Kronos police spokesman has released a statement. ""There are approximately fourteen individuals unaccounted for among the GAStech staff. It has not yet been determined if all of",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-322,2014-01-20,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech,,1,The Abila Post,322,The Abila Post,1721 UPDATE - GAStech employees have continued to trickle out over the past two hours. A few have agreed to communicate with members of the press indicating that they were instructed not to say anythi,1721 UPDATE - GAStech employees have continued to trickle out over the past two hours. A few have agreed to communicate with members of the press indicating that they were instructed not to say anythi,narrative_line_1_商业利益线.csv,auto_clustered
TL-326,2014-01-20,day,WRAP UP OF EVENTS AT GASTECH,timeline,1,商业利益线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Abila Post,326,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos","A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos",narrative_line_1_商业利益线.csv,auto_clustered
TL-326,2014-01-20,day,WRAP UP OF EVENTS AT GASTECH,timeline,3,组织对抗线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Abila Post,326,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos","A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos",narrative_line_3_组织对抗线.csv,auto_clustered
TL-326,2014-01-20,day,WRAP UP OF EVENTS AT GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Abila Post,326,The Abila Post,"A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos","A long tense day of conflicting reports and confusing information has come to an end. What we know for certain is that 14 GAStech employees are not only missing, but kidnapped as confirmed by a Kronos",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-329,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,1,商业利益线,medium,3,GAStech|Government,,1,Kronos Star,329,Kronos Star,"Update, 8:15 PM: A government official, who declined to be identified, says that police and government investigators are working around the clock to ensure the GAStech employees are found and that the","Update, 8:15 PM: A government official, who declined to be identified, says that police and government investigators are working around the clock to ensure the GAStech employees are found and that the",narrative_line_1_商业利益线.csv,auto_clustered
TL-329,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,4,绑架导火索线,medium,3,GAStech|Government,,1,Kronos Star,329,Kronos Star,"Update, 8:15 PM: A government official, who declined to be identified, says that police and government investigators are working around the clock to ensure the GAStech employees are found and that the","Update, 8:15 PM: A government official, who declined to be identified, says that police and government investigators are working around the clock to ensure the GAStech employees are found and that the",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-348,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|President Kapelou,,1,Homeland Illumination,348,Homeland Illumination,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge,narrative_line_1_商业利益线.csv,auto_clustered
TL-348,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,2,环境冲突线,medium,3,GAStech|Government|Sten Sanjorge|President Kapelou,,1,Homeland Illumination,348,Homeland Illumination,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge,0926 - Welcome to our coverage of today's events. I'm standing outside the GAStech headquarters waiting for the GAStech executives who are expected to appear within the hour. GAStech CEO Sten Sanjorge,narrative_line_2_环境冲突线.csv,auto_clustered
TL-359,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,1,商业利益线,medium,3,GAStech|POK|Government,,1,Kronos Star,359,Kronos Star,"Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i","Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i",narrative_line_1_商业利益线.csv,auto_clustered
TL-359,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,3,组织对抗线,medium,3,GAStech|POK|Government,,1,Kronos Star,359,Kronos Star,"Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i","Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i",narrative_line_3_组织对抗线.csv,auto_clustered
TL-359,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,4,绑架导火索线,medium,3,GAStech|POK|Government,,1,Kronos Star,359,Kronos Star,"Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i","Update, 5:30 PM: We have several reports from GAStech employees that confirm a kidnapping took place, but at this time there is no information on who was involved. Unofficial reports from the police i",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-384,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Government,,1,Modern Rubicon,384,Modern Rubicon,"2021 - a civil employee of government of Kronos that has asked not to be identified but was present to the government reception has gone on declaring record, ""the investigators are working around to t","2021 - a civil employee of government of Kronos that has asked not to be identified but was present to the government reception has gone on declaring record, ""the investigators are working around to t",narrative_line_1_商业利益线.csv,auto_clustered
TL-384,2014-01-20,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Government,,1,Modern Rubicon,384,Modern Rubicon,"2021 - a civil employee of government of Kronos that has asked not to be identified but was present to the government reception has gone on declaring record, ""the investigators are working around to t","2021 - a civil employee of government of Kronos that has asked not to be identified but was present to the government reception has gone on declaring record, ""the investigators are working around to t",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-397,2014-01-20,day,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,timeline,1,商业利益线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Explainer,397,The Explainer,"A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t","A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t",narrative_line_1_商业利益线.csv,auto_clustered
TL-397,2014-01-20,day,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,timeline,3,组织对抗线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Explainer,397,The Explainer,"A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t","A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t",narrative_line_3_组织对抗线.csv,auto_clustered
TL-397,2014-01-20,day,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|POK|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Explainer,397,The Explainer,"A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t","A long tense day of information that were in conflict and of the confused information has finished. What we know for insurance that 14 employees of GAStech lack not only, but are kidnapped according t",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-400,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,Tethys News,400,Tethys News,"Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa","Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa",narrative_line_1_商业利益线.csv,auto_clustered
TL-400,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,Tethys News,400,Tethys News,"Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa","Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa",narrative_line_3_组织对抗线.csv,auto_clustered
TL-400,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,Tethys News,400,Tethys News,"Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa","Update, 7:00 PM: The last one of employs of GAStech has been allowed to leave the construction. The employee, Edvard Vann, as an example that the police has interviewed it for the hours and the accusa",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-402,2014-01-20,day,REMOVAL AT HEADQUARTERS GASTECH,timeline,1,商业利益线,medium,3,GAStech|Government,,1,News Desk,402,News Desk,In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The ,In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The ,narrative_line_1_商业利益线.csv,auto_clustered
TL-402,2014-01-20,day,REMOVAL AT HEADQUARTERS GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|Government,,1,News Desk,402,News Desk,In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The ,In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The ,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-412,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|POK|Government,,1,Modern Rubicon,412,Modern Rubicon,"1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been ","1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been ",narrative_line_1_商业利益线.csv,auto_clustered
